Date,Open,High,Low,Close,Adj Close,Volume
3/26/2018,168.070007,173.100006,166.440002,172.770004,170.17868,37541200
3/27/2018,173.679993,175.149994,166.919998,168.339996,165.815109,40922600
3/28/2018,167.25,170.020004,165.190002,166.479996,163.983002,41668500
3/29/2018,167.809998,171.75,166.899994,167.779999,165.263504,38398500
4/2/2018,166.639999,168.940002,164.470001,166.679993,164.180008,37586800
4/3/2018,167.639999,168.75,164.880005,168.389999,165.864349,30278000
4/4/2018,164.880005,172.009995,164.770004,171.610001,169.036072,34605500
4/5/2018,172.580002,174.229996,172.080002,172.800003,170.208206,26933200
4/6/2018,170.970001,172.479996,168.199997,168.380005,165.854523,35005300
4/9/2018,169.880005,173.089996,169.850006,170.050003,167.499466,29017700
4/10/2018,173,174,171.529999,173.25,170.651459,28408600
4/11/2018,172.229996,173.919998,171.699997,172.440002,169.853622,22431600
4/12/2018,173.410004,175,173.039993,174.139999,171.528107,22889300
4/13/2018,174.779999,175.839996,173.850006,174.729996,172.109268,25124300
4/16/2018,175.029999,176.190002,174.830002,175.820007,173.182922,21578400
4/17/2018,176.490005,178.940002,176.410004,178.240005,175.56662,26509000
4/18/2018,177.809998,178.820007,176.880005,177.839996,175.172607,20754500
4/19/2018,173.759995,175.389999,172.660004,172.800003,170.208206,34808800
4/20/2018,170.600006,171.220001,165.429993,165.720001,163.23439,65491100
4/23/2018,166.830002,166.919998,164.089996,165.240005,162.761597,36515500
4/24/2018,165.669998,166.330002,161.220001,162.940002,160.496109,33692000
4/25/2018,162.619995,165.419998,162.410004,163.649994,161.19545,28382100
4/26/2018,164.119995,165.729996,163.369995,164.220001,161.756912,27963000
4/27/2018,164,164.330002,160.630005,162.320007,159.885406,35655800
4/30/2018,162.130005,167.259995,161.839996,165.259995,162.781296,42427400
5/1/2018,166.410004,169.199997,165.270004,169.100006,166.563705,53569400
5/2/2018,175.229996,177.75,173.800003,176.570007,173.921677,66539400
5/3/2018,175.880005,177.5,174.440002,176.889999,174.236862,34068200
5/4/2018,178.25,184.25,178.169998,183.830002,181.072769,56201300
5/7/2018,185.179993,187.669998,184.75,185.160004,182.382813,42451400
5/8/2018,184.990005,186.220001,183.669998,186.050003,183.259476,28402800
5/9/2018,186.550003,187.399994,185.220001,187.360001,184.549835,23211200
5/10/2018,187.740005,190.369995,187.649994,190.039993,187.189621,27989300
5/11/2018,189.490005,190.059998,187.449997,188.589996,186.477692,26212200
5/14/2018,189.009995,189.529999,187.860001,188.149994,186.042618,20778800
5/15/2018,186.779999,187.070007,185.100006,186.440002,184.351776,23695200
5/16/2018,186.070007,188.460007,186,188.179993,186.072266,19183100
5/17/2018,188,188.910004,186.360001,186.990005,184.895615,17294000
5/18/2018,187.190002,187.809998,186.130005,186.309998,184.223236,18297700
5/21/2018,188,189.270004,186.910004,187.630005,185.528442,18400800
5/22/2018,188.380005,188.880005,186.779999,187.160004,185.063721,15240700
5/23/2018,186.350006,188.5,185.759995,188.360001,186.250259,20058400
5/24/2018,188.770004,188.839996,186.210007,188.149994,186.042618,23234000
5/25/2018,188.229996,189.649994,187.649994,188.580002,186.467804,17461000
5/29/2018,187.600006,188.75,186.869995,187.899994,185.795425,22514100
5/30/2018,187.720001,188,186.779999,187.5,185.399887,18690500
5/31/2018,187.220001,188.229996,186.139999,186.869995,184.776947,27482800
6/1/2018,187.990005,190.259995,187.75,190.240005,188.109222,23442500
6/4/2018,191.639999,193.419998,191.350006,191.830002,189.681396,26266200
6/5/2018,193.070007,193.940002,192.360001,193.309998,191.144821,21566000
6/6/2018,193.630005,194.080002,191.919998,193.979996,191.807312,20933600
6/7/2018,194.139999,194.199997,192.339996,193.460007,191.293152,21347200
6/8/2018,191.169998,192,189.770004,191.699997,189.552856,26656800
6/11/2018,191.350006,191.970001,190.210007,191.229996,189.088135,18308500
6/12/2018,191.389999,192.610001,191.149994,192.279999,190.126358,16911100
6/13/2018,192.419998,192.880005,190.440002,190.699997,188.564056,21638400
6/14/2018,191.550003,191.570007,190.220001,190.800003,188.662933,21610100
6/15/2018,190.029999,190.160004,188.259995,188.839996,186.724884,61719200
6/18/2018,187.880005,189.220001,187.199997,188.740005,186.626022,18484900
6/19/2018,185.139999,186.330002,183.449997,185.690002,183.610168,33578500
6/20/2018,186.350006,187.199997,185.729996,186.5,184.411102,20628700
6/21/2018,187.25,188.350006,184.940002,185.460007,183.382751,25711900
6/22/2018,186.119995,186.149994,184.699997,184.919998,182.848785,27200400
6/25/2018,183.399994,184.919998,180.729996,182.169998,180.129608,31663100
6/26/2018,182.990005,186.529999,182.539993,184.429993,182.364288,24569200
6/27/2018,185.229996,187.279999,184.029999,184.160004,182.097321,25285300
6/28/2018,184.100006,186.210007,183.800003,185.5,183.422302,17365200
6/29/2018,186.289993,187.190002,182.910004,185.110001,183.036682,22737700
7/2/2018,183.820007,187.300003,183.419998,187.179993,185.083466,17731300
7/3/2018,187.789993,187.949997,183.539993,183.919998,181.859985,13954800
7/5/2018,185.259995,186.410004,184.279999,185.399994,183.32341,16604200
7/6/2018,185.419998,188.429993,185.199997,187.970001,185.864655,17485200
7/9/2018,189.5,190.679993,189.300003,190.580002,188.445404,19756600
7/10/2018,190.710007,191.279999,190.179993,190.350006,188.217972,15939100
7/11/2018,188.5,189.779999,187.610001,187.880005,185.77565,18831500
7/12/2018,189.529999,191.410004,189.309998,191.029999,188.890366,18041100
7/13/2018,191.080002,191.839996,190.899994,191.330002,189.187012,12513900
7/16/2018,191.520004,192.649994,190.419998,190.910004,188.771713,15043100
7/17/2018,189.75,191.869995,189.199997,191.449997,189.305664,15534500
7/18/2018,191.779999,191.800003,189.929993,190.399994,188.26741,16393400
7/19/2018,189.690002,192.550003,189.690002,191.880005,189.73085,20286800
7/20/2018,191.779999,192.429993,190.169998,191.440002,189.295776,20676200
