Date,Open,High,Low,Close,Adj Close,Volume
9/7/2018,69.839996,70.620003,69.610001,70.379997,68.084724,24421900
9/10/2018,70.669998,72.75,70.5,72.32,69.961456,14636000
9/11/2018,71.839996,72.660004,71.809998,72.510002,70.145256,9501100
9/12/2018,72.089996,72.5,70.019997,71.75,69.410042,12638300
9/13/2018,73.68,75.360001,73.480003,74.610001,72.176773,24617700
9/14/2018,74.529999,76.040001,74.410004,75.089996,72.641121,13450700
9/17/2018,74.839996,75.279999,73.110001,73.239998,70.851456,11558300
9/18/2018,73.800003,76.5,73.510002,74.720001,72.28318,11692000
9/19/2018,75.370003,75.370003,73.769997,74.059998,71.644707,12383200
9/20/2018,74.480003,75.110001,74.209999,74.599998,72.167091,12013900
9/21/2018,74.830002,74.870003,73.129997,73.699997,71.29644,23465400
9/24/2018,73.080002,73.849998,72.800003,73.580002,71.180359,15446100
9/25/2018,72.639999,73.57,72.580002,72.739998,70.36776,20741900
9/26/2018,72.68,73.260002,71.580002,71.760002,69.419724,11306000
9/27/2018,72.18,72.68,71.470001,71.709999,69.371346,12498300
9/28/2018,71.510002,73.260002,71.25,72.029999,69.680916,20080800
10/1/2018,72.459999,73.43,72.099998,72.599998,70.232323,9340200
10/2/2018,72.400002,73.910004,72.269997,73.349998,70.957863,9221200
10/3/2018,73.589996,73.889999,72.589996,72.639999,70.271011,7079800
10/4/2018,72,72.699997,71.860001,72.379997,70.019501,8599500
10/5/2018,72.389999,72.660004,70.550003,71.209999,68.887657,23411300
10/8/2018,70.779999,71.599998,70.559998,70.93,68.616783,10104600
10/9/2018,70.760002,70.959999,70.089996,70.129997,67.84288,10329200
10/10/2018,68.769997,69.559998,66.620003,66.730003,64.553764,22296800
10/11/2018,66.349998,66.989998,63.610001,64.290001,62.193336,25852600
10/12/2018,65.550003,65.650002,63.27,64.290001,62.193336,15760900
10/15/2018,64.230003,65.199997,64.010002,64.169998,62.077248,12314700
10/16/2018,64.779999,66.389999,64.620003,66.120003,63.963654,15931400
10/17/2018,66.379997,66.610001,65.290001,66.099998,63.944302,14779100
10/18/2018,65.68,66.32,64.870003,65.150002,63.025291,12218600
10/19/2018,65.449997,66.209999,65,65.360001,63.228439,10673000
10/22/2018,65.690002,66.599998,65.220001,66.120003,63.963654,12890400
10/23/2018,63.66,66.919998,63.57,66.379997,64.215172,13441000
10/24/2018,65.870003,66.389999,62.5,62.619999,60.577797,23384300
10/25/2018,63.810001,63.830002,62.349998,63.200001,61.138882,20385700
10/26/2018,61.5,63.639999,61.18,62.48,60.44236,17049300
10/29/2018,63.5,63.689999,61.27,62.169998,60.142471,14778300
10/30/2018,62.360001,63.720001,62.169998,63.18,61.119537,18865300
10/31/2018,62.91,63.52,62.07,62.889999,60.838993,12917500
11/1/2018,63.200001,64.309998,62.880001,63.709999,61.632248,11003900
11/2/2018,63.939999,63.959999,62.34,63.330002,61.264645,13707900
11/5/2018,63.080002,63.799999,62.66,63.470001,61.400078,13373800
11/6/2018,63.349998,64.339996,62.41,63.630001,61.554863,8774100
11/7/2018,63.5,63.75,62.279999,63.209999,61.148552,18493500
11/8/2018,58,60.150002,57.599998,58.049999,56.156834,32155200
11/9/2018,57.779999,58.240002,56.189999,56.720001,54.870216,21745200
11/12/2018,56.369999,56.5,54.43,54.490002,52.71294,24447800
11/13/2018,54.740002,55.490002,54.049999,54.16,52.3937,20883800
11/14/2018,54.84,54.889999,53.669998,53.939999,52.180874,14071900
11/15/2018,53.830002,55.540001,53.529999,55.389999,53.583588,18856300
11/16/2018,55.119999,57.040001,54.990002,55.880001,54.057606,57303300
11/19/2018,55.849998,56.619999,54.869999,54.900002,53.109566,20321400
11/20/2018,54.200001,55.43,54.07,54.919998,53.128914,20658300
11/21/2018,55.209999,56.5,55.18,55.27,53.467503,13015500
11/23/2018,54.77,55.75,54.75,55.25,53.448154,4671900
11/26/2018,55.790001,56.380001,55.18,55.73,53.912498,10373700
11/27/2018,55.59,56.23,55.349998,55.57,53.757713,9719000
11/28/2018,55.889999,56.720001,54.689999,56.650002,54.802494,17483500
11/29/2018,57.889999,59.049999,57.77,58.110001,56.214878,26949000
11/30/2018,58.220001,58.470001,57.02,58.259998,56.359989,18197800
12/3/2018,60.509998,60.509998,58.400002,59.139999,57.211288,17114500
12/4/2018,58.990002,59.48,57.220001,57.73,55.847275,15836500
12/6/2018,56.009998,57.209999,55.689999,57.110001,56.453564,18203300
12/7/2018,56.610001,57.119999,55.73,55.990002,55.346436,17054700
12/10/2018,57.77,58.25,56.639999,57.240002,56.582069,20484900
12/11/2018,58.450001,58.66,56.830002,57.349998,56.6908,13116300
12/12/2018,58.439999,58.580002,57.529999,57.720001,57.056553,13246500
12/13/2018,58.139999,58.380001,57.560001,58.09,57.422298,8949900
12/14/2018,57.560001,59,57.360001,57.619999,56.957699,13551000
12/17/2018,57.59,58.34,56.669998,57,56.344826,16648200
12/18/2018,57.689999,58.540001,57.400002,57.779999,57.11586,12384200
12/19/2018,57.540001,58.5,56.060001,56.689999,56.038387,17376400
12/20/2018,57.220001,57.939999,56.060001,56.369999,55.722065,21742300
12/21/2018,56.259998,57.279999,54.689999,54.849998,54.219536,38202300
12/24/2018,53.700001,54.889999,53.57,53.650002,53.033333,8275000
12/26/2018,54.25,56,53.509998,55.959999,55.31678,18451600
12/27/2018,55.540001,56.389999,54.77,56.09,55.445286,15804800
12/28/2018,56.330002,57.529999,56.240002,56.810001,56.157013,12749600
12/31/2018,57.119999,57.41,56.279999,56.91,56.255859,8877000
1/2/2019,56.200001,58,55.919998,57.400002,56.740231,9896600
1/3/2019,55.950001,56.84,55.52,55.700001,55.059769,14422200
1/4/2019,56.5,56.830002,55.209999,56.599998,55.949421,14177300
1/7/2019,56.389999,57.16,55.950001,56.439999,55.79126,12352000
1/8/2019,56.709999,56.880001,55.610001,55.950001,55.306896,12110000
1/9/2019,56.259998,57.110001,56.139999,56.610001,55.959309,10971000
1/10/2019,56.189999,56.990002,56.099998,56.799999,56.147125,10958200
1/11/2019,56.470001,58.169998,56.330002,57.5,56.839081,12024300
1/14/2019,57.02,57.650002,56.369999,57.299999,56.641376,9449400
1/15/2019,57.32,57.400002,55.560001,55.73,55.089424,17423400
1/16/2019,55.75,56.080002,55.16,55.27,54.634712,13856000
1/17/2019,54.970001,55.200001,54.369999,54.77,54.140457,18365000
1/18/2019,55.389999,55.900002,54.990002,55.27,54.634712,28020000
1/22/2019,54.970001,54.990002,53.939999,54.290001,53.665977,17867500
1/23/2019,52.919998,53.57,51.220001,51.77,51.174942,33788600
1/24/2019,51.950001,51.98,50.41,50.810001,50.225979,32782700
1/25/2019,50.93,52.029999,50.279999,51.299999,50.710342,19516200
1/28/2019,50.32,51.290001,50.240002,50.639999,50.05793,24457600
1/29/2019,50.490002,50.84,49.34,49.400002,48.832184,26266600
1/30/2019,49.68,50.869999,49.209999,50.169998,49.59333,18124100
1/31/2019,51.200001,51.279999,49.099998,49.52,48.950806,24736300
2/1/2019,49.580002,50.279999,49.400002,49.610001,49.039768,15533200
2/4/2019,49.709999,49.799999,49.470001,49.689999,49.118847,10880000
2/5/2019,49.73,51.080002,49.720001,50.73,50.146896,15454200
2/6/2019,50.939999,51.639999,50.93,51.099998,50.512642,11052900
2/7/2019,50.830002,51.119999,50.27,50.549999,49.968964,10623300
2/8/2019,50.240002,50.68,49.91,50.290001,49.711952,12461200
2/11/2019,50.549999,51.299999,50.380001,50.830002,50.245747,9971800
2/12/2019,51.299999,52.18,51.02,51.66,51.066204,16637600
2/13/2019,52,52.490002,51.560001,51.59,50.997009,11004000
2/14/2019,51.5,51.77,51.09,51.57,50.977242,17895000
2/15/2019,52.080002,52.360001,51.599998,51.98,51.382526,12239500
2/19/2019,52,52.48,51.75,52.009998,51.412182,8258400
2/20/2019,52.25,52.919998,52.139999,52.450001,51.847126,12863700
2/21/2019,52.5,52.59,51.900002,52.349998,51.748272,7826200
2/22/2019,52.689999,53.150002,52.639999,53.119999,52.509422,13394500
2/25/2019,53.779999,53.970001,52.900002,52.990002,52.38092,15341700
2/26/2019,53.080002,53.220001,52.279999,53.029999,52.420456,11366700
2/27/2019,52.950001,53.130001,52.27,53.040001,52.430344,10426200
2/28/2019,53,53.759998,52.709999,53.389999,52.776321,19000200
3/1/2019,54,54.400002,53.709999,54.200001,53.577011,12659000
3/4/2019,54.580002,54.700001,53.259998,53.779999,53.161835,14021700
3/5/2019,53.900002,54.23,53.700001,53.939999,53.319996,10092800
3/6/2019,53.889999,55.459999,53.73,54.799999,54.799999,20521300
3/7/2019,54.830002,55.049999,53.610001,54.029999,54.029999,13667300
3/8/2019,53.450001,53.630001,53.029999,53.529999,53.529999,10117100
3/11/2019,53.720001,54.75,53.650002,54.349998,54.349998,10738800
3/12/2019,54.66,55.310001,54.540001,54.84,54.84,9575300
3/13/2019,55.029999,55.939999,55,55.389999,55.389999,9198900
3/14/2019,55.529999,55.869999,55.25,55.400002,55.400002,7306100
3/15/2019,55,57.34,54.919998,56.599998,56.599998,27985600
3/18/2019,56.619999,57.189999,56.439999,56.830002,56.830002,13089300
3/19/2019,57.169998,57.68,56.779999,56.970001,56.970001,9363700
3/20/2019,57.029999,57.689999,56.75,57.16,57.16,8804800
3/21/2019,57.23,58.279999,57.200001,57.77,57.77,19542700
3/22/2019,57.68,58.09,56.75,56.82,56.82,10241800
