Date,Open,High,Low,Close,Adj Close,Volume
3/26/2018,50.740002,52.490002,50.32,52.48,51.214466,39306200
3/27/2018,53.009998,53.25,50.779999,51.189999,49.95557,38777000
3/28/2018,50.5,50.700001,49.009998,49.599998,48.403915,37970900
3/29/2018,49.98,52.080002,49.869999,52.080002,50.824116,45265800
4/2/2018,51.689999,52.040001,47.290001,48.919998,47.740311,67187800
4/3/2018,49,49.959999,48.41,49.75,48.550301,39432400
4/4/2018,48.099998,50.16,48.009998,49.990002,48.784512,30370000
4/5/2018,50.009998,50.720001,49.970001,50.380001,49.165108,25115400
4/6/2018,49.790001,50.400002,48.5,48.790001,47.613453,28215200
4/9/2018,49.16,51.110001,49.16,49.549999,48.355125,31437000
4/10/2018,51.119999,51.490002,50.34,51.27,50.033649,25906400
4/11/2018,50.990002,51.73,50.82,51.099998,49.867744,17568400
4/12/2018,51.490002,53.27,51.450001,52.720001,51.448681,29781400
4/13/2018,53.060001,53.209999,51.599998,51.860001,50.609421,20884900
4/16/2018,52.290001,52.529999,51.790001,52.400002,51.136395,18855500
4/17/2018,52.91,53.700001,52.889999,53.540001,52.248901,21228700
4/18/2018,53.52,54.360001,53.34,53.610001,52.317219,22164700
4/19/2018,52.950001,52.959999,51.610001,52.220001,50.960739,25422400
4/20/2018,52.169998,52.279999,50.880001,51.529999,50.287373,26910100
4/23/2018,51.689999,51.889999,50.849998,51.099998,49.867744,21706700
4/24/2018,51.869999,53.639999,51.139999,51.450001,50.209309,42494700
4/25/2018,51.860001,52.099998,50.599998,51.380001,50.140995,25752800
4/26/2018,52.259998,53.27,52.07,53.049999,51.770725,39575000
4/27/2018,55.439999,55.790001,52.23,52.73,51.458435,69888100
4/30/2018,52.560001,53.369999,51.209999,51.619999,50.375202,36417400
5/1/2018,51.639999,53.419998,51.439999,53.330002,52.043972,27600800
5/2/2018,53.09,53.200001,52.150002,52.310001,51.048569,25778300
5/3/2018,51.889999,52.560001,51.209999,52.279999,51.019287,28561000
5/4/2018,51.619999,52.84,51,52.779999,51.804501,25642500
